Locality,BHK,Bathrooms,Area (SqFt),Rent (INR/month),Rent/SqFt,Property Type,Furnishing,City,Source
West Marredpally,3.0,3.0,1600.0,27000.0,16.875,Apartment,Semi-Furnished,Hyderabad,Real
Masab Tank,3.0,1.0,1369.0,45000.0,32.87070854638422,Independent House,Furnished,Hyderabad,Real
Whitefields,3.0,4.0,2580.0,48000.0,18.6046511627907,Apartment,Semi-Furnished,Hyderabad,Real
Lodha Meridian,3.0,2.0,2259.0,45000.0,19.9203187250996,Apartment,Semi-Furnished,Hyderabad,Real
Khairatabad,3.0,3.0,1800.0,32000.0,17.77777777777778,Apartment,Semi-Furnished,Hyderabad,Real
My Home Avatar,2.0,1.0,1314.0,33000.0,25.114155251141554,Apartment,Semi-Furnished,Hyderabad,Real
Medipally,2.0,1.0,890.0,8000.0,8.98876404494382,Apartment,Unfurnished,Hyderabad,Real
My Home Avatar,3.0,1.0,1843.0,40000.0,21.70374389582203,Apartment,Unfurnished,Hyderabad,Real
Old Nallakunta,3.0,2.0,1650.0,25000.0,15.151515151515152,Apartment,Semi-Furnished,Hyderabad,Real
Paramount Residency,3.0,2.0,1200.0,12000.0,10.0,Apartment,Semi-Furnished,Hyderabad,Real
Janapriya Lakefront,3.0,2.0,1100.0,13000.0,11.818181818181818,Apartment,Furnished,Hyderabad,Real
Suchitra Circle,3.0,2.0,2000.0,25000.0,12.5,Apartment,Semi-Furnished,Hyderabad,Real
NCC Urban One,3.0,2.0,2540.0,38000.0,14.960629921259843,Apartment,Semi-Furnished,Hyderabad,Real
Gandhi Nagar,2.0,2.0,1150.0,16000.0,13.91304347826087,Apartment,Semi-Furnished,Hyderabad,Real
Beeramguda,2.0,1.0,1250.0,10500.0,8.4,Independent House,Unfurnished,Hyderabad,Real
Gachibowli Phase,3.0,,2200.0,40000.0,18.181818181818183,Independent House,Furnished,Hyderabad,Real
Basheer Bagh,2.0,,1120.0,19000.0,16.964285714285715,Apartment,Furnished,Hyderabad,Real
Manchirevula,3.0,,1608.0,20000.0,12.437810945273633,Apartment,Semi-Furnished,Hyderabad,Real
Osman Nagar,3.0,2.0,2000.0,20000.0,10.0,Apartment,Furnished,Hyderabad,Real
Ameerpet,2.0,1.0,1200.0,26000.0,21.666666666666668,Apartment,Semi-Furnished,Hyderabad,Real
Bandari Layout,2.0,2.0,1000.0,20000.0,20.0,Apartment,Unfurnished,Hyderabad,Real
Al Hasnath Colony,2.0,1.0,1100.0,18500.0,16.818181818181817,Apartment,Unfurnished,Hyderabad,Real
Shaikpet,2.0,1.0,950.0,35000.0,36.8421052631579,Apartment,Unfurnished,Hyderabad,Real
NCL Sindhu,3.0,1.0,1900.0,40000.0,21.05263157894737,Apartment,Semi-Furnished,Hyderabad,Real
Shaikpet,3.0,,2045.0,30000.0,14.669926650366747,Apartment,Furnished,Hyderabad,Real
Nallagandla,3.0,2.0,1800.0,40000.0,22.22222222222222,Apartment,Furnished,Hyderabad,Real
Gajularamaram,3.0,1.0,1368.0,21000.0,15.350877192982455,Apartment,Semi-Furnished,Hyderabad,Real
Kukatpally Housing Board Colony,3.0,,1500.0,32500.0,21.666666666666668,Independent House,Semi-Furnished,Hyderabad,Real
Kavuri Hills,3.0,2.0,1450.0,32000.0,22.06896551724138,Apartment,Semi-Furnished,Hyderabad,Real
SMR Vinay Iconia,3.0,2.0,2347.0,45000.0,19.173412867490413,Apartment,Furnished,Hyderabad,Real
Trendset Winz,3.0,3.0,2800.0,45000.0,16.071428571428573,Apartment,Semi-Furnished,Hyderabad,Real
Gachibowli,3.0,1.0,1650.0,40000.0,24.242424242424242,Apartment,Semi-Furnished,Hyderabad,Real
Indu Fortune Fields apartments,3.0,2.0,1865.0,31500.0,16.890080428954423,Apartment,Unfurnished,Hyderabad,Real
Old Malakpet,3.0,2.0,2200.0,24000.0,10.909090909090908,Apartment,Semi-Furnished,Hyderabad,Real
Hafeezpet,3.0,2.0,3000.0,45000.0,15.0,Apartment,Semi-Furnished,Hyderabad,Real
Temple Alwal,2.0,2.0,1000.0,13000.0,13.0,Apartment,Semi-Furnished,Hyderabad,Real
Punjagutta,2.0,1.0,1300.0,20000.0,15.384615384615385,Apartment,Unfurnished,Hyderabad,Real
Samatha Nagar,2.0,2.0,1300.0,18000.0,13.846153846153847,Apartment,Furnished,Hyderabad,Real
Lanco Hills,3.0,1.0,1375.0,45000.0,32.72727272727273,Apartment,Furnished,Hyderabad,Real
Narsingi,3.0,1.0,1800.0,20000.0,11.11111111111111,Independent House,Semi-Furnished,Hyderabad,Real
Domalguda,3.0,,2000.0,36000.0,18.0,Independent House,Semi-Furnished,Hyderabad,Real
NCL Ganga,3.0,2.0,1600.0,22000.0,13.75,Apartment,Semi-Furnished,Hyderabad,Real
Pragathi Nagar-Ramanthpur,3.0,,2100.0,23000.0,10.952380952380953,Independent House,Semi-Furnished,Hyderabad,Real
Saket,3.0,3.0,1789.0,15500.0,8.664058133035216,Apartment,Semi-Furnished,Hyderabad,Real
Sainikpuri,3.0,1.0,1450.0,12000.0,8.275862068965518,Independent House,Unfurnished,Hyderabad,Real
NCC Urban One,4.0,3.0,3380.0,45000.0,13.31360946745562,Apartment,Semi-Furnished,Hyderabad,Real
Lakdikapul,3.0,1.0,2000.0,35000.0,17.5,Apartment,Semi-Furnished,Hyderabad,Real
Vidya Nagar,2.0,3.0,1100.0,15000.0,13.636363636363637,Independent House,Unfurnished,Hyderabad,Real
Aparna Hillpark Gardenia,3.0,1.0,1690.0,32000.0,18.93491124260355,Apartment,Semi-Furnished,Hyderabad,Real
Kalyan Puri,3.0,2.0,1750.0,22000.0,12.571428571428571,Apartment,Semi-Furnished,Hyderabad,Real
Nehru Nagar-West Marredpally,2.0,3.0,1050.0,27000.0,25.714285714285715,Apartment,Furnished,Hyderabad,Real
Sangareddy District,2.0,,800.0,10000.0,12.5,Independent House,Unfurnished,Hyderabad,Real
Samata Colony,2.0,1.0,1070.0,22000.0,20.560747663551403,Apartment,Furnished,Hyderabad,Real
Dammaiguda,3.0,1.0,1252.0,12000.0,9.584664536741213,Apartment,Semi-Furnished,Hyderabad,Real
Tilak Nagar,3.0,3.0,1150.0,16000.0,13.91304347826087,Apartment,Semi-Furnished,Hyderabad,Real
Tellapur,3.0,,2400.0,22000.0,9.166666666666666,Apartment,Semi-Furnished,Hyderabad,Real
Aditya Imperial Heights,3.0,2.0,1590.0,39000.0,24.528301886792452,Apartment,Furnished,Hyderabad,Real
Karwan sahu,3.0,,1700.0,18000.0,10.588235294117647,Apartment,Unfurnished,Hyderabad,Real
New Mallepally,3.0,3.0,1550.0,50000.0,32.25806451612903,Apartment,Furnished,Hyderabad,Real
Mayur Marg,3.0,2.0,1000.0,18500.0,18.5,Apartment,Semi-Furnished,Hyderabad,Real
Nanakram Guda,3.0,3.0,1950.0,48000.0,24.615384615384617,Apartment,Furnished,Hyderabad,Real
Saptagiri Colony,4.0,,4000.0,25000.0,6.25,Independent House,Semi-Furnished,Hyderabad,Real
Dilsukh Nagar,2.0,,1000.0,14000.0,14.0,Apartment,Semi-Furnished,Hyderabad,Real
Alkapuri,3.0,3.0,1630.0,20000.0,12.269938650306749,Independent House,Unfurnished,Hyderabad,Real
Madhapur,2.0,,1050.0,27000.0,25.714285714285715,Apartment,Furnished,Hyderabad,Real
Vidyanagar,2.0,,915.0,15000.0,16.39344262295082,Apartment,Semi-Furnished,Hyderabad,Real
Champapet,2.0,,1200.0,14000.0,11.666666666666666,Independent House,Semi-Furnished,Hyderabad,Real
Nirmala Ratna Apartment,3.0,2.0,1144.0,16500.0,14.423076923076923,Apartment,Semi-Furnished,Hyderabad,Real
Moti Nagar-Erragadda,3.0,1.0,1660.0,29000.0,17.46987951807229,Apartment,Semi-Furnished,Hyderabad,Real
Mantri Celestia,3.0,2.0,1198.0,40000.0,33.3889816360601,Apartment,Furnished,Hyderabad,Real
Masab Tank,2.0,2.0,1200.0,17500.0,14.583333333333334,Apartment,Semi-Furnished,Hyderabad,Real
Hyder Nagar,3.0,2.0,1655.0,16000.0,9.667673716012084,Apartment,Semi-Furnished,Hyderabad,Real
Khaja Guda,3.0,1.0,2000.0,30000.0,15.0,Apartment,Semi-Furnished,Hyderabad,Real
Pearl Celestial,3.0,3.0,2003.0,25000.0,12.481278082875686,Apartment,Semi-Furnished,Hyderabad,Real
Vertex Pleasant,3.0,2.0,1600.0,24000.0,15.0,Apartment,Semi-Furnished,Hyderabad,Real
Banjara Hills,3.0,2.0,2500.0,35000.0,14.0,Independent House,Semi-Furnished,Hyderabad,Real
Kavuri Hills,3.0,2.0,2000.0,40000.0,20.0,Apartment,Semi-Furnished,Hyderabad,Real
Daisy Classic,3.0,2.0,1570.0,22000.0,14.012738853503185,Apartment,Furnished,Hyderabad,Real
SMR Vinay Harmony County,2.0,2.0,1380.0,23000.0,16.666666666666668,Apartment,Semi-Furnished,Hyderabad,Real
My Nest Mahati,5.0,2.0,4000.0,40000.0,10.0,Apartment,Semi-Furnished,Hyderabad,Real
De Lite Power Welfare Society,3.0,2.0,1800.0,27000.0,15.0,Apartment,Semi-Furnished,Hyderabad,Real
Gajularamaram,2.0,1.0,1095.0,12500.0,11.415525114155251,Independent House,Unfurnished,Hyderabad,Real
Gudimalkapur,2.0,2.0,1000.0,12000.0,12.0,Apartment,Unfurnished,Hyderabad,Real
Tarnaka,3.0,,1260.0,18000.0,14.285714285714286,Apartment,Furnished,Hyderabad,Real
Appa junction,3.0,,1800.0,25000.0,13.88888888888889,Apartment,Semi-Furnished,Hyderabad,Real
Raghuram A,3.0,2.0,1610.0,25000.0,15.527950310559007,Apartment,Furnished,Hyderabad,Real
SMR Vinay City,3.0,2.0,1495.0,23000.0,15.384615384615385,Apartment,Unfurnished,Hyderabad,Real
Nizampet,3.0,2.0,1300.0,16000.0,12.307692307692308,Apartment,Unfurnished,Hyderabad,Real
Yousufguda,3.0,3.0,2600.0,38000.0,14.615384615384615,Apartment,Semi-Furnished,Hyderabad,Real
Chandanagar,3.0,2.0,1265.0,18500.0,14.624505928853756,Apartment,Semi-Furnished,Hyderabad,Real
Lumbini Avenue,3.0,1.0,2285.0,50000.0,21.88183807439825,Apartment,Unfurnished,Hyderabad,Real
Kokapet,3.0,,1425.0,22000.0,15.43859649122807,Apartment,Furnished,Hyderabad,Real
Kothaguda,3.0,3.0,2200.0,31000.0,14.090909090909092,Apartment,Semi-Furnished,Hyderabad,Real
Gachibowli CUC,3.0,1.0,1840.0,38000.0,20.652173913043477,Apartment,Semi-Furnished,Hyderabad,Real
Hafeezpet,3.0,,1525.0,25000.0,16.39344262295082,Apartment,Semi-Furnished,Hyderabad,Real
Attapur,2.0,2.0,1250.0,16500.0,13.2,Apartment,Semi-Furnished,Hyderabad,Real
Lodha Meridian,3.0,2.0,2259.0,50000.0,22.13368747233289,Apartment,Furnished,Hyderabad,Real
Magnam Opus,2.0,1.0,1365.0,36000.0,26.373626373626372,Apartment,Furnished,Hyderabad,Real
SMR Vinay Fountainhead,3.0,2.0,1925.0,32000.0,16.623376623376622,Apartment,Semi-Furnished,Hyderabad,Real
Bagh Amberpet,2.0,,800.0,10000.0,12.5,Apartment,Semi-Furnished,Hyderabad,Real
Attapur,2.0,1.0,1400.0,16000.0,11.428571428571429,Apartment,Semi-Furnished,Hyderabad,Real
Aakriti Honey dew,3.0,2.0,1600.0,19000.0,11.875,Apartment,Unfurnished,Hyderabad,Real
Kukatpally,3.0,,1500.0,17500.0,11.666666666666666,Apartment,Semi-Furnished,Hyderabad,Real
Hill County Township,3.0,2.0,1800.0,20000.0,11.11111111111111,Apartment,Semi-Furnished,Hyderabad,Real
Serilingampally,2.0,1.0,810.0,13000.0,16.049382716049383,Apartment,Unfurnished,Hyderabad,Real
Project Golden Habitat,2.0,2.0,1450.0,26000.0,17.93103448275862,Apartment,Semi-Furnished,Hyderabad,Real
Western Exotica Project,3.0,3.0,2192.0,40000.0,18.248175182481752,Apartment,Semi-Furnished,Hyderabad,Real
Aditya Imperial Heights,3.0,3.0,1800.0,26000.0,14.444444444444445,Apartment,Semi-Furnished,Hyderabad,Real
Haripuri colony,3.0,1.0,1400.0,18000.0,12.857142857142858,Apartment,Furnished,Hyderabad,Real
Manikonda,2.0,1.0,768.0,15000.0,19.53125,Apartment,Unfurnished,Hyderabad,Real
Aminpur,3.0,1.0,1700.0,15000.0,8.823529411764707,Apartment,Semi-Furnished,Hyderabad,Real
Banjara Hills,4.0,2.0,2800.0,50000.0,17.857142857142858,Apartment,Semi-Furnished,Hyderabad,Real
APSEB Colony,3.0,3.0,1740.0,18000.0,10.344827586206897,Apartment,Semi-Furnished,Hyderabad,Real
Silver Spring,3.0,3.0,1575.0,18000.0,11.428571428571429,Apartment,Semi-Furnished,Hyderabad,Real
Bachupally,2.0,2.0,1250.0,10000.0,8.0,Apartment,Unfurnished,Hyderabad,Real
Attapur,2.0,1.0,1100.0,13000.0,11.818181818181818,Independent House,Semi-Furnished,Hyderabad,Real
Bhavyas Akhila Exotica,2.0,2.0,1800.0,25000.0,13.88888888888889,Apartment,Unfurnished,Hyderabad,Real
Sri Mahalakshmi Residency,3.0,1.0,1700.0,15000.0,8.823529411764707,Apartment,Semi-Furnished,Hyderabad,Real
Lakdikapul,2.0,1.0,850.0,18000.0,21.176470588235293,Apartment,Semi-Furnished,Hyderabad,Real
Sri Nainas Sunrise,3.0,2.0,1650.0,24000.0,14.545454545454545,Independent House,Semi-Furnished,Hyderabad,Real
Balkampet,2.0,1.0,1200.0,17000.0,14.166666666666666,Apartment,Unfurnished,Hyderabad,Real
Puppalaguda,2.0,,1000.0,16500.0,16.5,Apartment,Semi-Furnished,Hyderabad,Real
Western Exotica Project,3.0,3.0,2192.0,45000.0,20.529197080291972,Apartment,Semi-Furnished,Hyderabad,Real
APGOs Coop HSG Society,3.0,2.0,1525.0,23000.0,15.081967213114755,Apartment,Semi-Furnished,Hyderabad,Real
Toli Chowki,2.0,1.0,1150.0,14000.0,12.173913043478262,Apartment,Semi-Furnished,Hyderabad,Real
Hyderaguda-Attapur,3.0,3.0,1775.0,23000.0,12.95774647887324,Apartment,Semi-Furnished,Hyderabad,Real
Infocity Excellence and Elegance,3.0,2.0,1490.0,25000.0,16.778523489932887,Apartment,Unfurnished,Hyderabad,Real
Mehdipatnam,3.0,2.0,1450.0,25000.0,17.24137931034483,Apartment,Semi-Furnished,Hyderabad,Real
Aparna Kanopy Tulip,3.0,2.0,1200.0,15000.0,12.5,Apartment,Semi-Furnished,Hyderabad,Real
Sumukhi Orbit,3.0,,1870.0,35000.0,18.71657754010695,Apartment,Semi-Furnished,Hyderabad,Real
Project Hill Ridge Springs,3.0,1.0,1756.0,34000.0,19.362186788154897,Apartment,Semi-Furnished,Hyderabad,Real
Gayatri Hills,3.0,1.0,1500.0,26000.0,17.333333333333332,Apartment,Unfurnished,Hyderabad,Real
Emerald Heights,3.0,1.0,1360.0,15000.0,11.029411764705882,Apartment,Furnished,Hyderabad,Real
New Dilshukh Nagar,2.0,2.0,1160.0,16000.0,13.793103448275861,Apartment,Unfurnished,Hyderabad,Real
Maruthi Nagar,3.0,2.0,1450.0,14000.0,9.655172413793103,Apartment,Unfurnished,Hyderabad,Real
Hayathnagar,2.0,1.0,950.0,10000.0,10.526315789473685,Apartment,Unfurnished,Hyderabad,Real
Kondapur,3.0,1.0,2200.0,35000.0,15.909090909090908,Independent House,Semi-Furnished,Hyderabad,Real
Quthbullapur,2.0,1.0,670.0,10500.0,15.671641791044776,Apartment,Unfurnished,Hyderabad,Real
Puppalaguda,4.0,1.0,3000.0,36000.0,12.0,Apartment,Furnished,Hyderabad,Real
Puppalaguda,2.0,2.0,1200.0,18000.0,15.0,Apartment,Semi-Furnished,Hyderabad,Real
Modi Splendour,3.0,2.0,1933.0,18000.0,9.311950336264873,Apartment,Semi-Furnished,Hyderabad,Real
Attapur,3.0,,2200.0,26000.0,11.818181818181818,Apartment,Semi-Furnished,Hyderabad,Real
Quthbullapur,2.0,1.0,900.0,10200.0,11.333333333333334,Independent House,Unfurnished,Hyderabad,Real
Borabanda,2.0,1.0,900.0,14500.0,16.11111111111111,Apartment,Unfurnished,Hyderabad,Real
Miyapur,3.0,,1650.0,18000.0,10.909090909090908,Independent House,Semi-Furnished,Hyderabad,Real
Manikonda,3.0,2.0,1850.0,23000.0,12.432432432432432,Apartment,Semi-Furnished,Hyderabad,Real
Ashoka Liviano,3.0,,1650.0,36000.0,21.818181818181817,Apartment,Semi-Furnished,Hyderabad,Real
Al Hasnath Colony,4.0,2.0,2000.0,25000.0,12.5,Apartment,Unfurnished,Hyderabad,Real
Gachibowli CUC,3.0,2.0,1690.0,45000.0,26.62721893491124,Apartment,Semi-Furnished,Hyderabad,Real
New Bowenpally,2.0,,1100.0,13000.0,11.818181818181818,Apartment,Semi-Furnished,Hyderabad,Real
Shaikpet,3.0,1.0,1850.0,30000.0,16.216216216216218,Apartment,Semi-Furnished,Hyderabad,Real
Hafeezpet,3.0,2.0,1925.0,25000.0,12.987012987012987,Apartment,Semi-Furnished,Hyderabad,Real
Uppal Metro,3.0,1.0,1600.0,17000.0,10.625,Apartment,Semi-Furnished,Hyderabad,Real
Bowenpally,3.0,,1750.0,17000.0,9.714285714285714,Independent House,Semi-Furnished,Hyderabad,Real
Nizampet,3.0,2.0,1700.0,20000.0,11.764705882352942,Apartment,Unfurnished,Hyderabad,Real
